"marker","region","true_marginal_effect","estimated_marginal_effect","p_value"
"m05351","region054",0.0201114772948129,0.092421745491315,0.000943499201428853
"m05354","region054",0.0277226348477304,-0.0135367476615788,0.625788206263961
"m05366","region054",-0.0139510389343413,-0.0513881125723639,0.0689600261792715
"m05376","region054",-0.00459413315051484,0.0134486412831932,0.629729351627222
"m05377","region054",-0.0332770845624647,-0.0460610596766875,0.0929474158498187
"m05384","region054",-0.0441632869390134,-0.0736821389280748,0.00866594769801404
"m05399","region054",0.000468745674509886,-0.011298238908319,0.687416155490074
"m05403","region055",0.0379492926565367,0.0552734058592993,0.0455258223088382
"m05404","region055",0.0145295720212165,0.02876102689925,0.299394486552679
"m05407","region055",-0.0014726750293857,0.0101792026972389,0.716537906469956
"m05414","region055",0.0366733089096747,0.0130240216724606,0.644400036881339
"m05420","region055",-0.0253617450522242,-0.0215160490968658,0.444237429422814
"m05454","region055",0.00736471669724716,-0.0248418650508833,0.371947355129084
"m05456","region055",-0.0136712263402588,0.00707352997141401,0.798804853046302
"m05473","region055",-0.0337907422593124,-0.0404827334758215,0.145611447063178
"m05485","region055",0.0146814459437798,0.0420537874876727,0.135056826113073
"m05511","region056",-0.00866854010632881,0.022734379359258,0.407565042790306
"m05513","region056",-0.0272646359278622,-0.0372500106420363,0.184885767340757
"m05532","region056",0.00580078085773281,0.0361092000506232,0.20103168091492
"m05544","region056",-0.00596219542369181,0.00949469514477197,0.730470644343815
"m05549","region056",0.0143425897259221,0.039977784589052,0.14947410184953
"m05550","region056",0.036135035205227,0.0426701512543249,0.122890751646147
"m05566","region056",0.0340944273595083,-0.0124148923708744,0.655737922655796
"m05572","region056",0.0230290848411339,0.0237769285199466,0.391960271156087
"m05588","region056",0.0312696656216331,0.036004023879237,0.184151029825474
"m05596","region056",-0.00723105134650079,0.0381996742180193,0.1822822300615
"m05612","region057",-0.00785921258737119,0.00116189136886335,0.966915304392411
"m05614","region057",-0.0100422131047515,0.0237457991820979,0.392322428302024
"m05635","region057",-0.0113749750339912,0.0478601878275907,0.0849097985131276
"m05639","region057",-0.00930115708787407,-0.0633338268029913,0.0223513336478476
"m05651","region057",0.00133971920214418,0.0168069778680626,0.548970804257901
"m05679","region057",-0.0447923114190338,-0.0555673929536719,0.0524812370911407
"m05696","region057",-0.00271511532273684,0.0233703403600356,0.412267463411547
"m05697","region057",0.0235650557764574,0.0650670780799507,0.020437473992699
"m05702","region058",0.0309102273512161,0.061341710681111,0.0262562502454609
"m05706","region058",-0.0137747263940991,-0.0261434940080736,0.354925570710543
"m05715","region058",0.00294396355127801,-0.0565057080721031,0.0428590654658165
"m05724","region058",-0.0271302145528679,-0.0436545903450904,0.11649848703403
"m05742","region058",-0.0336833392683941,-0.0556620486818848,0.0437506522951963
"m05750","region058",-0.00158686056988617,-0.020348387067205,0.46063882533765
"m05768","region058",0.0243447792328273,0.00468706149178191,0.867817057967519
"m05770","region058",0.00485494737352788,0.0370488287836313,0.187193857493119
"m05772","region058",0.011420653622982,0.0223918091784196,0.428403034039465
"m05782","region058",0.017352011904383,-0.00193455864934051,0.943969900637468
"m05794","region058",0.00626409627842333,-0.0467431499210857,0.100635531589545
"m05798","region058",0.0473974150860439,0.0945082260701006,0.000720130833502982
"m05827","region059",0.051250056728604,0.0295356751583755,0.295095557691656
"m05830","region059",-0.0385859055956979,-0.0755440243410142,0.00634325341533502
"m05881","region059",-0.0255079372001016,-0.0657756194354421,0.0191805527490059
"m05900","region059",0.0140155436824635,0.0369756865158101,0.198296256822239
"m05914","region060",0.0207572853942775,-0.0111358484166349,0.690548182385101
"m05916","region060",0.00624559771727485,0.0109055365417901,0.694687878957425
"m05920","region060",-0.0472028284637185,-0.0292950002848011,0.30188695394821
"m05927","region060",-0.00635125316816839,-0.0113395612861508,0.677920198771865
"m05931","region060",-0.0143965133324871,-0.0369023515643841,0.188543651231738
"m05932","region060",0.0193440122995244,0.032824323840444,0.239545323825749
"m05935","region060",-0.019404730910491,-0.0518518187920884,0.0617791579776791
"m05937","region060",-0.0104911512051049,0.0345987234558682,0.207469987628804
"m05971","region060",0.0159807526340732,0.0213996049869717,0.441428328558302
"m05975","region060",0.00140623143218232,-0.0422229805317217,0.128888214207069
"m05984","region060",0.0142150181534687,-0.000480866680073399,0.986183403848436
"m05997","region060",-0.0586471661692167,-0.0806968002507908,0.00330621309728318
"m06000","region060",-0.0038269833906626,0.00486535748977445,0.861537437813808
"m06059","region061",-0.0272965090359014,-0.0439165481913073,0.116464191548377
"m06070","region061",-0.0151768503323929,-0.0582437604898202,0.0360993396420975
"m06075","region061",-0.0186944743449177,-0.00433901781426385,0.878649820845716
"m06077","region061",-0.0273528722707115,0.00838669677158958,0.76643840380553
"m06078","region061",-0.001853910690563,-0.017525458527079,0.535903692447475
"m06098","region061",0.0237215666628469,-0.0200183473634088,0.478099479931735
"m06106","region062",0.0514360457254372,0.0731392343238088,0.00993220112175774
"m06147","region062",-0.00252235675389388,-0.000597783286920906,0.983195040080303
"m06152","region062",-0.011312893419271,-0.00294597083525941,0.916588241697043
"m06175","region062",0.0166763546671647,-0.0100875987397896,0.714048995013262
"m06217","region063",0.0322281855299898,0.0316370383028883,0.251496670906454
"m06241","region063",-0.0147234974067019,-0.0348163969729457,0.215150467026024
"m06243","region063",-0.0412212748278546,-0.106981055776977,0.00012812186057569
"m06247","region063",0.00690401426250723,-0.0603293428147377,0.0328664467908293
"m06327","region064",-0.00109872993138551,0.0163099929396352,0.556180890415809
"m06337","region064",0.0299057877998894,-0.0083220275900405,0.763800477524046
"m06350","region064",-0.00793027269780996,-0.0211448408864443,0.445912646826302
"m06364","region064",-0.000706153188780398,0.00229783316154285,0.934338865909633
"m06367","region064",0.0026592529901623,-0.00233610253477104,0.932838279750119
"m06373","region064",-0.0119373022101119,0.00965801526147108,0.72869080476785
"m06383","region064",0.0181973475034063,0.0146952778223917,0.595720175648941
"m06402","region065",0.0544400980274608,0.0809959527942354,0.00462758520732833
"m06420","region065",0.0074637686839293,0.0377089794908855,0.175922937653034
"m06447","region065",-0.00185451685868877,0.0369887434519125,0.1877505078073
"m06450","region065",-0.00268455348431294,0.0212713922925832,0.450165764654793
"m06473","region065",-0.0139778652042082,-0.0190285269129525,0.494444152202297
"m06475","region065",0.0332696031032381,0.0726979794257897,0.0091244176956993
"m06499","region065",0.00480768135001801,-0.0452798381623563,0.105557900781219
"m06510","region066",0.0325648459929913,-0.0283883219847025,0.306016767448714
"m06538","region066",-0.0188848461362654,-0.0764765748871929,0.00659775517077262
"m06546","region066",-0.0429019607997613,-0.0033566142765962,0.905234795716322
"m06569","region066",0.0222637899747195,0.0236061020047978,0.397417280803569
"m06570","region066",0.0369095776085013,-0.00971405334838195,0.729038498343919
"m06575","region066",-0.00880036668664636,-0.0329950046476941,0.247023539942664
"m06578","region066",-0.0065880783073035,-0.00722603614051906,0.794934615191309
"m06613","region067",-0.0152159638947353,-0.0119206791847085,0.669617176552886
"m06616","region067",-0.00598686888750257,-0.0475623644274211,0.0869243998088281
"m06626","region067",-0.0147122969859063,-0.0790892495386721,0.00535638268018514
"m06639","region067",-0.00260683051327855,-0.0201217000612622,0.474487595512898
"m06654","region067",0.00119737303346984,0.0112112061313702,0.687005820915643
"m06684","region067",0.018712549403013,0.00330766968302798,0.906387078972291
"m06691","region067",-0.000601084496158786,0.00110794884260851,0.967656028760924
"m06715","region068",-0.00742793180072415,-0.0506233822596722,0.0673890550971644
"m06754","region068",0.00548644745096476,0.00766240778986683,0.776989194574979
"m06761","region068",-0.00822930307403322,-0.0321597369381236,0.251585413706812
"m06787","region068",0.00807085112447569,0.0545851797996892,0.046452647874654
"m06794","region068",0.0171772428480962,0.0250963583691373,0.370192465476067
"m06802","region069",0.0167030068459836,-0.0374935419351949,0.172809298804027
"m06845","region069",0.00103933161388438,-0.0246356169810937,0.376153078086873
"m06847","region069",-0.0282629181492873,-0.0336092128497869,0.233839620679248
"m06877","region069",-0.0587092637932814,-0.0407011388491179,0.141675605504592
"m06880","region069",0.0457814373582811,0.0244009710421163,0.383781280982178
"m06898","region069",0.0128234627810887,0.0366336768605889,0.182150051711846
"m06900","region069",0.0247330479864914,0.0269806131957891,0.336348416546202
"m06902","region070",-0.0176155428173777,-0.0106802563253155,0.697245918124399
"m06903","region070",0.00485134035965262,0.0326433059517099,0.237860236456037
"m06914","region070",-0.0207562522772971,-0.000122585260437785,0.996512731146859
"m06921","region070",0.0380806602884785,-0.0334695592776606,0.229234057831299
"m06929","region070",0.00754044999187733,-0.0207674759954243,0.450727679934196
"m06933","region070",-0.0326760531454866,-0.015349730306581,0.588604893785376
"m06935","region070",-0.00348604217904439,0.0545376221520417,0.0548228415863597
"m06939","region070",-0.0118368760547018,-0.0316429115345552,0.252500097310405
"m06953","region070",0.00389975212813024,0.0405446838482331,0.14332134313322
"m06955","region070",0.00458080678925964,-0.00554899448608331,0.843847135745097
"m06964","region070",0.0310931142203393,0.0341040327533814,0.21434524075172
"m07007","region071",0.00234473766724178,-0.0159479078287156,0.568574396954713
"m07039","region071",0.0204188299404203,0.029364525983306,0.290631420969785
"m07042","region071",-0.0193516688650608,-0.0372968381517103,0.185093267749958
"m07050","region071",-0.00796773127440487,-0.0255810486334182,0.355382271110932
"m07073","region071",-0.0538668522525904,-0.0440359541493117,0.11750328656632
"m07076","region071",-0.030643257769847,-0.0828171078329862,0.00307982963607601
"m07110","region072",-0.0048237111208762,-0.00774666261425211,0.78266711107429
"m07121","region072",-0.00562945502510925,-0.030010180958242,0.285927064859299
"m07136","region072",0.00456361428651892,0.0148023115137476,0.597149968379486
"m07141","region072",0.011965766174103,0.0514404125487196,0.0653670026529359
"m07189","region072",0.00531980352726455,0.0410228361496544,0.144584895929023
"m07195","region072",-0.000316020223419458,-0.0188365045408528,0.503874475632646
"m07200","region072",-0.00723925173456952,-0.00299592602536949,0.913395770066362
"m07205","region073",-0.0692704355172885,-0.045508594830931,0.107004007535752
"m07207","region073",0.0199121087880653,0.0117702597939084,0.673949583803106
"m07224","region073",-0.0513443766825731,-0.0653044482622551,0.0171776203739051
"m07253","region073",-0.0119252311717116,0.0421104166247932,0.128460860591759
"m07297","region073",0.0495939414740791,0.0399779350978054,0.150703592653193
"m07298","region073",0.00443261450070586,0.0139060528020643,0.621705917538023
"m07305","region074",0.0293352857170853,0.0383427306700268,0.169857905291867
"m07323","region074",-0.00633046209415755,0.0424290620265071,0.127874354821927
"m07330","region074",0.00889284600747153,0.0183270863590094,0.512272632026896
"m07352","region074",-0.0199267761610808,-0.0322838941253157,0.241389895277427
"m07359","region074",0.0116447420151721,-0.000519973561910366,0.985034975746693
"m07360","region074",-0.0089487031879388,-0.0154656231608742,0.580388365394041
"m07364","region074",0.00181827813995793,-0.0367267120547172,0.183025671686111
"m07366","region074",0.00926410103040088,0.048972358791866,0.0811829980289655
"m07370","region074",-0.00301491582102838,0.0185076250049274,0.508048599082214
"m07380","region074",-0.0241905565885157,-0.0602522807783051,0.031995698774623
"m07421","region075",-0.0287187928084998,0.0117628751771135,0.682561913251165
"m07444","region075",-0.0096243840151894,-0.00602908675678064,0.830438921510863
"m07446","region075",-0.0377168306478462,0.019348002183829,0.48545652724387
"m07449","region075",-0.00816094920842646,-0.0252709868406407,0.368580399333806
"m07480","region075",-0.00101552354122548,0.0160921044366889,0.568202596495083
"m07486","region075",0.00667447198185538,0.0274139999695435,0.331307994721424
"m07488","region075",-0.0108925449081743,-0.0459833896292719,0.101500005942996
"m07495","region075",-0.000490243791325759,-0.000701585745377288,0.980021897947461
"m07496","region075",0.0397527012186256,0.0436802990458052,0.118327229746492
"m07503","region076",-0.00803609262017459,0.0166804935264018,0.55447619625956
"m07511","region076",0.0285440259847524,0.0422727648720697,0.12529417883837
"m07517","region076",-0.0196232421003215,0.036584399088277,0.197120041758118
"m07518","region076",-0.0223293183593818,-0.023748279567482,0.398303433877834
"m07524","region076",0.000815336438819348,-0.0144302039229174,0.614050876227104
"m07527","region076",0.00511124733874941,0.00521178572191439,0.852944301270368
"m07533","region076",0.00843873881189608,0.0347460065197744,0.222154146755385
"m07536","region076",-0.00868610035923051,-0.0162043942420905,0.557728365052609
"m07543","region076",-0.0195423274003644,-0.0219680714556551,0.427666953061616
"m07551","region076",-0.0292521545173414,-0.0421809574998986,0.13549908613584
"m07571","region076",0.0207016743508999,0.0174153048798471,0.534511691178845
"m07577","region076",-0.0247793247018315,-0.0477814907579778,0.0972407185804833
"m07611","region077",0.00576531029734785,-0.0360161984790484,0.194443277131647
"m07637","region077",0.00796408132348538,-0.00246043998701335,0.93052063730575
"m07655","region077",0.0668089964380632,0.121452229466577,1.70534456184362e-05
"m07659","region077",0.0221281822367932,0.00772461645322696,0.779511219337702
"m07660","region077",0.0333141756283614,0.0282636879402832,0.306748160716305
"m07679","region077",0.000926698977776291,0.00330134745493302,0.906542339993624
"m07705","region078",0.0362757712712523,0.0711564410737624,0.0105039128162605
"m07717","region078",-0.00699952921770352,-0.00804186023137642,0.773082500843264
"m07725","region078",0.0186908652184315,0.0550056697713304,0.0499322900777172
"m07730","region078",-0.0222965524634991,0.0488472016682998,0.0788284480035938
"m07731","region078",0.00307888563946118,0.0445302402101191,0.109967138691602
"m07736","region078",0.00992401682236875,0.0329320533012843,0.23734030459882
"m07755","region078",0.0131407621748142,0.00431064508109608,0.877168244433515
"m07758","region078",-0.0130807949488642,-0.00230670055055839,0.934557666968808
"m07779","region078",0.0256031103852117,0.00993499981975942,0.718890133153673
"m07795","region078",0.00153894902224071,-0.0321515042929955,0.246788716467149
"m07812","region079",0.022039607803573,0.0305036281519745,0.280104907801892
"m07816","region079",0.0345264009136164,0.0151361755234107,0.590375732857176
"m07827","region079",-0.00142002056564646,-0.0304510151231078,0.274764617063691
"m07844","region079",-0.00828272838019972,0.0238292421531441,0.39345642152645
"m07860","region079",0.00738032063082724,0.0010916178400527,0.968974236944592
"m07881","region079",0.0371352854563866,0.0452015044842049,0.104932368367113
"m07888","region079",0.0208670106265424,0.0285430030766108,0.307608468066086
"m07893","region079",-0.034246848632732,-0.0687984884318472,0.0155227703501399
"m07894","region079",-0.00384937186571109,-0.0254470202072801,0.372115790577409
"m07901","region080",0.0402010540436591,-0.0045748168417303,0.870775052362559
"m07902","region080",0.00608662770998031,-0.00456128704664567,0.870121017736708
"m07909","region080",0.0333681070717703,0.040816746268472,0.146927220394198
"m07918","region080",0.00570970878147874,-0.00589359795442258,0.832335017446716
"m07965","region080",-0.00448605037184552,0.063774843203672,0.0223685046475713
"m07979","region080",-0.00361796769957253,0.0237881760581819,0.385314094336346
"m07983","region080",-0.00362019480100617,-0.0237408259344605,0.397128259558576
"m07987","region080",-0.0120250520499089,0.0138557187146004,0.614373673983903
"m08037","region081",0.00686875040468344,-0.0320831640471437,0.247059521465019
"m08049","region081",-0.026012232226987,0.00431262620875419,0.879924594591949
"m08100","region081",4.66645186281618e-05,0.024717704474558,0.372290899424636
"m08101","region082",0.0324273075069661,-0.0197948348469112,0.483843241326007
"m08142","region082",-0.0154438778614855,-0.0402140549418454,0.159561434411358
"m08145","region082",-0.00755345890538553,0.00523833396758628,0.852707869170106
"m08347","region084",-0.00551164764074278,0.0119190677122859,0.671328292980161
"m08391","region084",-0.0124875463055052,0.00100678407307762,0.971290049665796
"m08489","region085",-0.000207853312337394,-0.0130513235825506,0.641992087542411
"m08546","region086",0.00625880364469869,0.000857978249407777,0.975439107501461
"m09302","region094",0.0498026353366057,0.0315647040327,0.257494147596745
"m09425","region095",0.00938611168448808,0.0333153411201685,0.234375287450317
"m09456","region095",-0.0400575537819096,-0.0801784406177767,0.00386032377154178
"m09521","region096",-0.0242935042651354,-0.0102976131751075,0.712451776182297
"m09538","region096",0.0183052896994451,-0.0261779458299361,0.342173066847273
"m09704","region098",-0.0127422900737462,-0.0623864861830377,0.0231505253469363
"m09779","region098",-0.0144287730285174,-0.0279515937216303,0.317230421643964
"m09843","region099",0.00520694591767395,0.000863977938289407,0.975448694752164
"m10023","region101",-0.00352941356781342,-0.0158226198287202,0.576171332831798
"m10225","region103",-0.0289802487175747,-0.0286815627777251,0.303560974437391
"m10226","region103",-0.000691317419869214,0.0391426844008867,0.177758321126058
"m10513","region106",-0.0433457895752491,0.045791210548337,0.103570122433735
"m10548","region106",-0.029559397418327,-0.0614100108538466,0.0296945875117495
"m10888","region109",-0.0274120341072086,-0.00991426983067275,0.721226520930649
"m11274","region113",0.00683691517982185,0.053119752735729,0.0587050865443511
"m11381","region114",-0.010402999565507,-0.0654829220662401,0.0196900235954739
"m11703","region118",0.042151722182353,0.0419634331227652,0.138285408742028
"m11750","region118",-0.0213336108971618,-0.047369708429459,0.0883407632956259
"m12314","region124",-0.0294070732725153,-0.0204649401977376,0.467183144868301
"m12749","region128",-0.0507763901578043,-0.0243169778382157,0.381343102804866
"m12866","region129",0.0223966315191947,0.0219158064312885,0.431235265314107
"m12920","region130",-0.0501720199859216,-0.0409549621101781,0.145996651933777
"m12933","region130",-0.0468500538358071,-0.0683683908974993,0.0126890276390743
"m13432","region135",-0.0300911047976721,-0.0386609239731938,0.172907273076871
"m13447","region135",-0.0102138091231691,-0.00486920740170803,0.862714680508166
"m13557","region136",0.00178791349952665,0.0101401184930863,0.717720816070687
"m13569","region136",0.0167201757515977,0.0534784243183904,0.0548348866810919
"m13708","region138",0.00975489264866652,0.00277008327173905,0.922078591796771
"m13935","region140",-0.0197512012158036,0.0145378626098139,0.604250352073512
"m13979","region140",0.0346174285215064,0.00623748811136044,0.822683361810321
"m14075","region141",0.00058085438838162,0.0729232056554187,0.0103701980221835
"m14128","region142",0.0227094379632873,0.00934366853511789,0.741671102566979
"m14138","region142",0.00502529211711,0.00254151099944471,0.928085710942578
"m14411","region145",0.00546304302229425,-0.00806064123331424,0.777121639099563
"m14419","region145",-0.0239192411337054,-0.00318972439263857,0.908695443839539
"m14478","region145",-0.0144089170990244,-0.0259137273262585,0.349843055396379
"m14607","region147",-0.0169310353523284,0.0216557279098181,0.445237534727676
"m14697","region147",0.0148319711707067,0.0196608651223761,0.479977581805924
"m14909","region150",-0.00205872985973691,0.00447595429392357,0.87315120820138
"m14924","region150",0.0250535524865465,0.0303741677319347,0.265529320971941
"m14941","region150",-0.0113930801975523,-0.00729237269312564,0.794754035501591
"m15033","region151",0.0185850701115666,0.0198206782663834,0.482769767153022
"m15055","region151",0.0127191475281918,-0.0196771364749365,0.476682346952501
"m15151","region152",-0.0113404492299853,-0.00373721311450206,0.894222020698329
"m15178","region152",0.0137063351405997,0.0122710179685454,0.654746700784426
"m15433","region155",0.000187234127365035,0.0294161233944352,0.296868212795168
"m15558","region156",-0.00467553607364403,-0.0168667297802315,0.548044302498793
"m15598","region156",0.0263649280530994,0.00168771246712486,0.951504403000941
"m15775","region158",0.0330066568804499,0.0595237881922354,0.0321653927454258
"m16046","region161",0.00175097417712591,-0.0160495382247961,0.55823697969751
"m16227","region163",0.0316555852915921,0.0607937017831702,0.0304639028887017
"m16449","region165",-0.0356500332544375,-0.0504573916831791,0.0736850079695997
"m16471","region165",-0.0209154688767596,-0.0389482162603612,0.162935260376989
"m16602","region167",0.0160850777340338,-0.00829718480573154,0.764320560655193
"m16733","region168",-0.00849247144037956,-0.00454567861791261,0.871126679082687
"m16738","region168",-0.0113906844061934,0.0246113524074902,0.368497858069349
"m17366","region174",0.0212922574561683,0.0123761726437776,0.656495402349528
"m17400","region174",0.0144494233676456,0.0152876514217416,0.588565315915966
"m17406","region175",0.0180363431521772,0.0250489422132856,0.383856817514203
"m17493","region175",0.0583675579750803,0.0618229877692677,0.0299203363664179
"m17610","region177",-0.0277753788990307,-0.0324988617195425,0.246377298829023
"m17694","region177",-0.0140992701994645,-0.0313344530646312,0.257224290305771
"m17765","region178",0.00426163024936631,0.0273526510068256,0.340426857744994
"m17804","region179",0.000328602345579509,0.0103583810694516,0.711570155065312
"m17973","region180",-0.0074540899769328,-0.0178069668122535,0.527367233509691
"m17975","region180",-0.0139760189588723,0.0124720967663986,0.654983243722694
"m17976","region180",-0.0340739720698743,-0.0286244392277994,0.30143817741919
"m18012","region181",0.00946851663959064,0.00296429251477989,0.915257180377934
"m18185","region182",-0.0386959050036427,-0.0596961013780668,0.0319488994586878
"m18202","region183",-0.00380271582604596,-0.0286204261240332,0.311076058487416
"m18703","region188",0.0113457420263654,0.0392631206304754,0.168631346634052
"m18754","region188",-0.00241922693340601,-0.00298261687301997,0.915997691846534
"m18790","region188",-0.0178294658852827,-0.00191559724171311,0.945068731631393
"m18855","region189",0.00952339205292274,-0.0300151550440929,0.279382595498218
"m18925","region190",0.0166680007474258,0.0772157492618081,0.00499926450938632
"m18930","region190",-0.0405122968852454,-0.0112385043831622,0.688614181648567
"m18987","region190",0.0227604784591014,0.037783273293965,0.187036367527458
"m19066","region191",0.020365287645055,-0.0277196290684399,0.321609103098325
"m19148","region192",0.0121631978642927,0.0170702829663695,0.546742952162976
"m19186","region192",-0.0075812375805749,0.0283356887221287,0.31028863266342
"m19356","region194",-0.0102658711397064,0.0330193022242661,0.248444416058098
"m19507","region196",0.0156526731191055,0.025467033101047,0.364544661713696
"m19684","region197",-0.0133706263909446,0.00140389752416664,0.959730813468125
"m20336","region204",0.0159023123765663,0.0366247895203356,0.186940440818684
"m20366","region204",-0.00496012248061177,0.00888315748071023,0.755751350905358
"m20698","region207",0.0136775446005555,-0.0291459152593569,0.301961461206987
"m20769","region208",0.0225445601887453,0.0115335278219555,0.680679912293954
"m21218","region213",0.00922247834151625,-0.0259194401671488,0.354934614383436
"m21274","region213",-0.00892783033765353,-0.00806865182814805,0.772713278459747
"m21287","region213",-0.00426723236542938,-0.0356461581426668,0.196046891148907
"m21318","region214",-0.023196673572365,0.0121089627610791,0.663118204935802
"m21648","region217",0.0269759277219161,0.0614666192625636,0.0295376360594992
"m21705","region218",0.0389173423911418,0.0757020439526552,0.00736418620612017
"m21744","region218",-0.0168130155354308,-0.0223345983291818,0.435851589326198
"m21777","region218",0.025128517043754,0.0171480870292032,0.534858738041535
"m21846","region219",0.00402602927349717,0.025985231813441,0.359995391277784
"m21924","region220",-0.017461333681997,-0.00212482474232618,0.939568707936865
"m22088","region221",0.0344531769605593,0.0032288119897543,0.908809179622802
"m22298","region223",-0.0265513582947975,-0.00808415615032346,0.776127710355361
"m22434","region225",0.00473728598854512,0.00700397304608814,0.798658815677726
"m22575","region226",-0.0130248658087702,-0.0239088175999169,0.386670655081976
"m22941","region230",-0.0385364646979267,-0.051550676744909,0.0650273160021651
"m22949","region230",0.00197354546583045,0.00309796694415016,0.912611966633621
"m23024","region231",0.0283131666400284,-0.0115609178771962,0.678838605357414
"m23092","region231",0.00253484665840713,0.0335162721892783,0.231356667436487
"m23126","region232",-0.0415103430727614,-0.0627148300624786,0.0258160627083027
"m23330","region234",-0.0178990106321132,-0.0153458403877733,0.584039698725528
"m23582","region236",0.0315512196632042,0.0170190484376932,0.541925400497008
"m23586","region236",-0.0188906374094828,-0.0334683370168102,0.232410685430634
"m23869","region239",-0.0068781509076746,0.00798808399258804,0.778733130258499
"m23976","region240",-0.0158870086698849,-0.0156655683034745,0.572523632184723
"m23990","region240",0.00357787223369511,-0.000940246218479452,0.973117066818772
"m23998","region240",-0.0350520516695031,-0.0368402634553678,0.187671207089296
"m24147","region242",0.00508964832373558,-0.00690810263647166,0.804507461891081
"m24172","region242",0.00259608518978682,-0.0239416152808875,0.389377162285418
"m24194","region242",-0.0299029786131028,-0.0459732097438927,0.09630984870708
"m24213","region243",0.0158711634173007,0.0200623509387616,0.48005725736375
"m24224","region243",0.000191820719150177,-0.0325730774779197,0.248410374538005
"m24288","region243",-0.00258739721250843,-0.0342731793658865,0.214985037507596
"m24309","region244",0.0253886447436711,0.0726638955534516,0.00929351051299272
"m24357","region244",-0.0260596139159598,-0.0350255176575675,0.203966917696883
"m24380","region244",0.0174933497758927,0.0665676773465968,0.0187678882701431
"m24446","region245",0.015124512370367,0.00640144033498472,0.820027243580369
"m24472","region245",-0.0121135905505232,-0.0229868530060434,0.415672790683448
"m24589","region246",-0.0151783840479382,-0.0609928971748448,0.028583737177784
"m24605","region247",0.0173717270135179,0.0298986476651865,0.27335792352721
"m24734","region248",-0.0451916906723632,-0.0460951599185137,0.1077679075291
"m24742","region248",0.00573804816665497,-0.0228770047486014,0.416508242291779
"m24764","region248",0.0237907919272888,0.0117064564234443,0.673032348314018
"m24803","region249",0.0337292883927243,-0.00982584452574559,0.733423102188714
"m24857","region249",0.031848126071835,0.0365057188366907,0.198006444201712
"m24903","region250",0.0391294810839611,0.0272433159763092,0.332357049263946
"m24949","region250",-0.00724653376751441,0.0185353169743757,0.510736963814121
"m25086","region251",-0.0140084834045874,-0.00642050817381466,0.82171282927406
"m25145","region252",-0.0264411898898732,-0.0184055305976371,0.513839571709186
"m25243","region253",-0.0215849420698891,-0.0378563056869957,0.184223754493343
"m25403","region255",0.0164695613869519,0.0198905047592433,0.480028151659604
"m25530","region256",0.00979639673577616,-0.00231351452315177,0.934018006349917
"m25652","region257",0.0145729908320009,-0.0295717144078995,0.283459220606817
"m26024","region261",-0.0165155736958325,0.00240491129515566,0.931768746310874
"m26120","region262",0.0104627862979255,0.0181856443432974,0.519104187750293
"m26249","region263",-0.0446964955000922,-0.0655620334195392,0.0180157436606599
"m26440","region265",0.0115345848319366,0.000901532744880925,0.974118070044821
"m26566","region266",0.00169512025327494,0.0619804114473476,0.0296031272597497
"m26574","region266",0.0146712784014634,-0.00734053015292831,0.793787470710945
"m26751","region268",-0.0151179311126036,-0.0332247268031112,0.226296326397794
"m26765","region268",-0.0286186242348862,-0.0716347343959247,0.0105357531851076
"m26788","region268",-0.0380915033422464,-0.0172662691595636,0.539799031353721
"m26796","region268",-0.0109543240207414,-0.0196739086903923,0.478931896991552
"m26827","region269",-0.0156743749674923,-0.0386806637088046,0.170904366196198
"m27202","region273",-0.00978692745895469,-0.0231388529920429,0.410535988983947
"m27276","region273",-0.0206712797455584,-0.0144870369324734,0.609097824652965
"m27422","region275",0.0137000206232313,-0.00765491184783577,0.786254833598069
"m27436","region275",0.0127514615552386,0.0130738668706141,0.635086578610081
"m27606","region277",-0.0182148654603523,-0.0493851622870577,0.0794277919163782
"m27631","region277",0.0248876400780516,0.0570779049628306,0.0416590827223101
"m27693","region277",0.00246473085786994,-0.0319580250261908,0.253483953296812
"m27946","region280",0.018810659732871,0.0191985625951843,0.495712806464596
"m28030","region281",-0.0127446607066743,-0.00516471228127726,0.85548052645442
"m28047","region281",0.0459662801290721,0.0601670798524336,0.0317224061764023
"m28150","region282",-0.00229108628722141,7.46489724762397e-05,0.997852666504029
"m28209","region283",0.0178617362603757,0.0151657900644536,0.579064983565372
"m28492","region285",-0.0297800676188804,0.0263477831837392,0.351255932499887
"m28506","region286",0.0092222630621567,-0.00878325489449854,0.752017125293337
"m28579","region286",0.00959703092977182,0.028857490258437,0.303770224834983
"m28787","region288",-0.0341334451899783,-0.0539407368148736,0.0521626920329118
"m28798","region288",-0.0433381748676306,-0.061653942668542,0.029525877685025
"m29014","region291",-0.00561312253777965,-0.00434882504235434,0.877519316275342
"m29112","region292",-0.000993132365144651,0.0145106099834192,0.60616654559253
"m29136","region292",-0.0303117087264001,-0.0826717438780741,0.00294749067366431
"m29170","region292",-0.0331255467630951,0.00240212799036609,0.931532226730368
"m29343","region294",0.0324527903960613,0.0257869119294044,0.347552569557176
"m29527","region296",-0.00166152515053776,0.0150160366082555,0.58876228762778
"m29695","region297",0.0297348900811266,0.0203148343802974,0.46404647366976
"m29873","region299",-0.00470033319911162,-0.0493628903209438,0.081121246138655
"m29894","region299",0.0104137350107762,-0.00750651203070774,0.785451292700216
"m30102","region302",0.0338511210151745,0.0518957563955582,0.062221356362693
