"replicate","seed","analysis","scope","component","region","quantity","trait1","trait2","estimate","truth","lower","upper","interval_kind","uncertainty_reason"
3,20262300,"supergnova_cov","region","region","region006","cov","A","C",0.00103952834390369,0.000250659286471654,-0.00436744150508875,0.00644649819289613,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region007","cov","A","C",9.6266384674275e-05,0.000269479581567507,-0.0062323603689712,0.00642489313831975,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region008","cov","A","C",-0.000312863265438103,0.000271153258908913,-0.00688108531127834,0.00625535878040213,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region009","cov","A","C",0.000144539195095712,0.00138491069746004,-0.0055085470799998,0.00579762547019122,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region010","cov","A","C",-0.00242508948931285,0.000287893775244718,-0.00925385603764182,0.00440367705901612,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region011","cov","A","C",0.000353220222216253,0.00155140974218132,-0.00591033716981589,0.0066167776142484,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region012","cov","A","C",0.000910189387678615,0.00269643781790634,-0.00674302908761286,0.00856340786297009,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region013","cov","A","C",-0.00170308283804346,0.00058424951962893,-0.00725511584189624,0.00384895016580933,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region014","cov","A","C",0.00240402984550272,0.00259425303712154,-0.00426595418986299,0.00907401388086843,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region015","cov","A","C",0.00494640767882337,0.00194746396260211,-0.00167621398151925,0.011569029339166,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region016","cov","A","C",-0.000476766485253336,0.00126618554158124,-0.0091836083100731,0.00823007533956643,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region017","cov","A","C",0.00232310734960015,0.00211743709200934,-0.00357257791203555,0.00821879261123585,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region018","cov","A","C",0.0029477239743959,0.00182072807154431,-0.00415040586985206,0.0100458538186439,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region019","cov","A","C",0.0033844375467297,0.000795067070741658,-0.003662793332848,0.0104316684263074,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region020","cov","A","C",0.0023092632240965,0.000837248935237556,-0.00540138506649855,0.0100199115146916,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region001","cov","B","C",0.0683382452958086,0.0578857081337826,0.0470109617613982,0.089665528830219,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region002","cov","B","C",0.0624275522254224,0.0578857081337826,0.0459431970799228,0.078911907370922,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region003","cov","B","C",0.00307479108760721,0.000468524901896637,-0.00335466358765298,0.00950424576286739,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region004","cov","B","C",-0.000531110761899713,0.00027566094599781,-0.00798045896290759,0.00691823743910817,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region005","cov","B","C",-0.00174650440935068,0.00125951745664627,-0.00811945138509574,0.00462644256639438,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region006","cov","B","C",-2.45588907839654e-05,-0.000486160044237462,-0.0075056044488666,0.00745648666729867,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region007","cov","B","C",0.00283481940968216,-0.000604904527299322,-0.00375420410625548,0.0094238429256198,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region008","cov","B","C",0.00131186979233375,0.000684818264519853,-0.00461722275921264,0.00724096234388014,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region009","cov","B","C",0.00488319201188872,0.00178434750150543,-0.00148339512155419,0.0112497791453316,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region010","cov","B","C",0.00571558011322234,0.000240953757436935,-0.000606080791447645,0.0120372410178923,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region011","cov","B","C",0.00400993138148809,0.000940450843008791,-0.00238560597263147,0.0104054687356077,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region012","cov","B","C",0.000162916694393217,0.00143919287977964,-0.00558976789190689,0.00591560128069332,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region013","cov","B","C",0.00349157986641775,-1.2433844731192e-05,-0.00267849709451557,0.00966165682735107,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region014","cov","B","C",-0.0062089255594006,0.00262290374069276,-0.015229276330564,0.00281142521176275,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region015","cov","B","C",0.0051921353993013,0.001708895163753,-0.000931795390109848,0.0113160661887124,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region016","cov","B","C",0.000987182577567368,0.00303646836753075,-0.00535165447088332,0.00732601962601805,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region017","cov","B","C",0.00495770432383195,0.0038559749547108,-0.00172792654827379,0.0116433351959377,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region018","cov","B","C",0.00104357006245649,0.00193416513320632,-0.00538874589300494,0.00747588601791791,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region019","cov","B","C",0.00168988814484567,0.000579208626003901,-0.0048042122177932,0.00818398850748454,"normal_approximation:spectral_wls",""
3,20262300,"supergnova_cov","region","region","region020","cov","B","C",0.0027903780456289,0.00135740207409098,-0.00587881914337162,0.0114595752346294,"normal_approximation:spectral_wls",""
3,20262300,"lava_cov","region","region","region001","cov","A","B",0.0541377020403088,0.0528631427468897,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region001","cov","A","C",0.0509627240831796,0.0501174259499284,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region001","cov","B","C",0.0628028567975388,0.0578857081337826,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region002","cov","A","B",0.00533880412449894,8.03177137817578e-37,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region002","cov","A","C",0.0022445540993264,7.6146003883994e-37,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region002","cov","B","C",0.0592178616571931,0.0578857081337826,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region003","cov","A","B",-0.00529039808135812,0.000238763743477165,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region003","cov","A","C",-0.000973157578934641,0.00089693087953955,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region003","cov","B","C",0.00458610463778181,0.000468524901896637,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region004","cov","A","B",0.0029835528941529,0.000750333163686077,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region004","cov","A","C",0.00176593452549376,0.00026778935289528,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region004","cov","B","C",0.00178058491071067,0.00027566094599781,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region005","cov","A","B",-0.000951857772485405,0.000746034508347322,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region005","cov","A","C",-0.00465307218240672,0.000773133942134038,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region005","cov","B","C",-0.00258529446655512,0.00125951745664627,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region006","cov","A","B",0.00116872185928317,0.000641815772019641,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region006","cov","A","C",0.00122874851324121,0.000250659286471654,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region006","cov","B","C",-0.000403104069147142,-0.000486160044237462,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region007","cov","A","B",-0.00441667176682402,-0.000177173200542735,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region007","cov","A","C",0.00137600647503195,0.000269479581567507,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region007","cov","B","C",0.00319862855394835,-0.000604904527299322,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region008","cov","A","B",-0.000193911224875082,0.000764231686107907,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region008","cov","A","C",0.000449482437741531,0.000271153258908913,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region008","cov","B","C",0.000615859806160374,0.000684818264519853,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region009","cov","A","B",-0.0038173013007073,0.000774647384819462,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region009","cov","A","C",0.000462614759917636,0.00138491069746004,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region009","cov","B","C",0.00786048911178898,0.00178434750150543,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region010","cov","A","B",0.00165776023904262,0.000630926110885053,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region010","cov","A","C",-0.00337459165347084,0.000287893775244718,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region010","cov","B","C",0.00570202859208815,0.000240953757436935,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region011","cov","A","B",0.00408845431675875,0.00136818826012979,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region011","cov","A","C",0.000157068561232551,0.00155140974218132,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region011","cov","B","C",0.00452101917593253,0.000940450843008791,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region012","cov","A","B",0.00281175886346483,0.00221752740887048,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region012","cov","A","C",-0.000343047704968659,0.00269643781790634,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region012","cov","B","C",-0.00129376127815962,0.00143919287977964,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region013","cov","A","B",0.00165419714020396,0.000719865217124332,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region013","cov","A","C",-0.00171170814686581,0.00058424951962893,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region013","cov","B","C",0.00245936385101876,-1.2433844731192e-05,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region014","cov","A","B",0.00567607155423402,0.00318618565414442,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region014","cov","A","C",0.00308940771265583,0.00259425303712154,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region014","cov","B","C",-0.0072433903223224,0.00262290374069276,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region015","cov","A","B",0.00312780128273672,0.00326356872082937,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region015","cov","A","C",0.00277328897490528,0.00194746396260211,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region015","cov","B","C",0.00698360949814262,0.001708895163753,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region016","cov","A","B",0.000833397504859203,0.00304479980611383,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region016","cov","A","C",-0.00140465022533474,0.00126618554158124,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region016","cov","B","C",0.000722624226651776,0.00303646836753075,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region017","cov","A","B",0.00490303545533353,0.0031727006873043,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region017","cov","A","C",0.00204532553544087,0.00211743709200934,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region017","cov","B","C",0.00411740354961758,0.0038559749547108,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region018","cov","A","B",-0.0047614992228586,0.0013414002696845,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region018","cov","A","C",0.00174337043780849,0.00182072807154431,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region018","cov","B","C",0.000734723074678857,0.00193416513320632,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region019","cov","A","B",-0.00115116207055876,0.00168688406673522,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region019","cov","A","C",0.00440443565353214,0.000795067070741658,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region019","cov","B","C",0.00243480585754049,0.000579208626003901,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region020","cov","A","B",-0.00490013707760819,0.000736612221373847,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region020","cov","A","C",0.00452272991337821,0.000837248935237556,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"lava_cov","region","region","region020","cov","B","C",0.00260626667841373,0.00135740207409098,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
3,20262300,"ldsc_annotation_h2","reference","all",NA,"h2","A",NA,0.382886689828753,0.302591432584273,0.192584203915416,0.573189175742089,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","annotation_category","enriched",NA,"h2","A",NA,0.234706845081974,0.23648327893235,0.103170613485059,0.366243076678889,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","annotation_category","background",NA,"h2","A",NA,0.148179844746778,0.066108153651923,0.0106543709722698,0.285705318521287,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","reference","all",NA,"h2","B",NA,0.303708168556891,0.401110823381045,0.0721227682294037,0.535293568884378,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","annotation_category","enriched",NA,"h2","B",NA,0.22864058936877,0.309608310634381,0.0371691623451185,0.420112016392422,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","annotation_category","background",NA,"h2","B",NA,0.0750675791881204,0.091502512746664,-0.0552032551798931,0.205338413556134,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","reference","all",NA,"h2","C",NA,0.412057862174473,0.347729348137622,0.183598972396593,0.640516751952353,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","annotation_category","enriched",NA,"h2","C",NA,0.27464515231723,0.265314200899729,0.0982673745542302,0.451022930080231,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_h2","annotation_category","background",NA,"h2","C",NA,0.137412709857243,0.0824151472378928,-0.00779177956041543,0.282617199274901,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","reference","all",NA,"rg","A","B",0.528690759995232,0.54889546289288,0.0993185360989512,0.958062983891513,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","annotation_category","enriched",NA,"rg","A","B",0.728152506433906,0.546923626499829,0.319971524067995,1.13633348879982,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","annotation_category","background",NA,"rg","A","B",0.110061257424693,0.555920623943316,-0.86768513532183,1.08780765017122,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","reference","all",NA,"rg","A","C",0.539576522511397,0.545677807991679,0.195921052824895,0.883231992197899,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","annotation_category","enriched",NA,"rg","A","C",0.544251672379428,0.551624837065163,0.178480993658083,0.910022351100774,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","annotation_category","background",NA,"rg","A","C",0.533594718813789,0.526082280287384,-0.201324127550089,1.26851356517767,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","reference","all",NA,"rg","B","C",0.802751231265229,0.70250890788769,0.387256784717557,1.2182456778129,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","annotation_category","enriched",NA,"rg","B","C",0.949374729594479,0.74543150039728,0.635842875459641,1.26290658372932,"normal_approximation:block_jackknife",""
3,20262300,"ldsc_annotation_rg","annotation_category","background",NA,"rg","B","C",0.453676242731616,0.561014317951279,-0.618432673980603,1.52578515944383,"normal_approximation:block_jackknife",""
3,20262300,"bayesc","reference","all",NA,"h2","A",NA,0.314657178687846,0.302591432584273,0.284175332723592,0.345916266947337,"conditional_equal_tailed_posterior",""
3,20262300,"bayesr","reference","all",NA,"h2","A",NA,0.309988353912599,0.302591432584273,0.269085610501718,0.352939647086244,"conditional_equal_tailed_posterior",""
4,20262400,"ldsc_h2","reference","all",NA,"h2","A",NA,0.32114733605481,0.296475557779458,0.143593872526072,0.498700799583549,"normal_approximation:block_jackknife",""
4,20262400,"ldsc_h2","reference","all",NA,"h2","B",NA,0.289415545429522,0.399708548322041,0.102304684734226,0.476526406124818,"normal_approximation:block_jackknife",""
4,20262400,"ldsc_h2","reference","all",NA,"h2","C",NA,0.225862113907443,0.351564028030256,0.0292672960882183,0.422456931726667,"normal_approximation:block_jackknife",""
4,20262400,"ldsc_rg","reference","all",NA,"rg","A","B",0.140806689728076,0.552123786758214,-0.278505716998721,0.560119096454873,"normal_approximation:block_jackknife",""
4,20262400,"ldsc_rg","reference","all",NA,"rg","A","C",0.479861656108666,0.539233298098416,0.0150942718006687,0.944629040416663,"normal_approximation:block_jackknife",""
4,20262400,"ldsc_rg","reference","all",NA,"rg","B","C",0.751878063445505,0.728410820488801,0.206445239926162,1.29731088696485,"normal_approximation:block_jackknife",""
4,20262400,"gnova_h2","reference","all",NA,"h2","A",NA,0.314470286061785,0.296475557779458,0.139580716823024,0.489359855300545,"normal_approximation:block_jackknife",""
4,20262400,"gnova_h2","reference","all",NA,"h2","B",NA,0.286902425109688,0.399708548322041,0.10222692243275,0.471577927786625,"normal_approximation:block_jackknife",""
4,20262400,"gnova_h2","reference","all",NA,"h2","C",NA,0.22385444355054,0.351564028030256,0.0295168328855641,0.418192054215517,"normal_approximation:block_jackknife",""
4,20262400,"gnova_rg","reference","all",NA,"rg","A","B",0.137290855013673,0.552123786758214,-0.283239855805496,0.557821565832842,"normal_approximation:block_jackknife",""
4,20262400,"gnova_rg","reference","all",NA,"rg","A","C",0.470692010955084,0.539233298098416,0.0061159666000381,0.93526805531013,"normal_approximation:block_jackknife",""
4,20262400,"gnova_rg","reference","all",NA,"rg","B","C",0.734828912652859,0.728410820488801,0.187416870035208,1.28224095527051,"normal_approximation:block_jackknife",""
4,20262400,"sumher_h2","reference","all",NA,"h2","A",NA,0.321147390270128,0.296475557779458,0.143593911218593,0.498700869321663,"normal_approximation:fixed_weight_block_jackknife",""
4,20262400,"sumher_h2","reference","all",NA,"h2","B",NA,0.28941554702962,0.399708548322041,0.102304684812515,0.476526409246725,"normal_approximation:fixed_weight_block_jackknife",""
4,20262400,"sumher_h2","reference","all",NA,"h2","C",NA,0.225862115428471,0.351564028030256,0.0292672959918448,0.422456934865097,"normal_approximation:fixed_weight_block_jackknife",""
4,20262400,"sumher_rg","reference","all",NA,"rg","A","B",0.140806677983647,0.552123786758214,-0.278505692853621,0.560119048820914,"normal_approximation:fixed_weight_block_jackknife",""
4,20262400,"sumher_rg","reference","all",NA,"rg","A","C",0.479861615504016,0.539233298098416,0.0150942672359514,0.94462896377208,"normal_approximation:fixed_weight_block_jackknife",""
4,20262400,"sumher_rg","reference","all",NA,"rg","B","C",0.751878059000923,0.728410820488801,0.206445241242705,1.29731087675914,"normal_approximation:fixed_weight_block_jackknife",""
4,20262400,"hess_cov","region","region","region001","cov","A","B",0.0639595672126074,0.0527698118759371,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region002","cov","A","B",0.00754647727572599,8.01759113502212e-37,-0.00556102499393748,0.0206539795453895,"normal_approximation:conditional_gaussian_plugin_delta",""
4,20262400,"hess_cov","region","region","region003","cov","A","B",-0.000288946831142721,0.000585602257117479,-0.0077160827794346,0.00713818911714916,"normal_approximation:conditional_gaussian_plugin_delta",""
4,20262400,"hess_cov","region","region","region004","cov","A","B",-0.00262114472556092,0.000733633201397527,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region005","cov","A","B",0.00520520210543003,0.000447517773702994,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region006","cov","A","B",-0.000857459638676363,0.000812979150881979,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region007","cov","A","B",0.00120236391404203,0.000181604266352871,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region008","cov","A","B",0.00824517906299788,0.00102060823297302,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region009","cov","A","B",0.0010339572925135,0.000386466410409744,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region010","cov","A","B",0.00786384395237425,0.00373857066050658,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region011","cov","A","B",-0.00437791541260027,0.00119015541985446,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region012","cov","A","B",4.25516072441652e-05,0.00256580316801905,-0.00669071074285989,0.00677581395734822,"normal_approximation:conditional_gaussian_plugin_delta",""
4,20262400,"hess_cov","region","region","region013","cov","A","B",0.00264649204553511,0.00239413105159767,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region014","cov","A","B",0.00610670112110176,0.00107243528216182,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region015","cov","A","B",0.00470805877847847,0.00177099503829967,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region016","cov","A","B",-0.00228933644553601,0.0028562936517979,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region017","cov","A","B",0.000153142347692159,0.00233524473568533,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region018","cov","A","B",0.000385650839963927,-0.000249544890176365,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region019","cov","A","B",-0.00471967489746685,0.0011165804456692,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region020","cov","A","B",0.000588820067024794,0.00133422954992706,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region001","cov","A","C",0.0531800062989175,0.049914865827428,0.0394958597669201,0.0668641528309149,"normal_approximation:conditional_gaussian_plugin_delta",""
4,20262400,"hess_cov","region","region","region002","cov","A","C",-0.00581469166535615,7.58382437869358e-37,-0.0199236889736134,0.00829430564290108,"normal_approximation:conditional_gaussian_plugin_delta",""
4,20262400,"hess_cov","region","region","region003","cov","A","C",0.00251344345130317,0.000271428660860677,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region004","cov","A","C",0.00533348868344039,0.000339010981243868,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region005","cov","A","C",0.00347753535986599,0.00172886111290427,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
4,20262400,"hess_cov","region","region","region006","cov","A","C",0.00663926654362933,0.000946807826803936,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
